cancel	dept_code	dept_group	week_section1	week_section2	week_section3	week_section4	authorize_p	authorize_r	brief_eng	dept_chiabbr	not_choose	course_code	percentage	full_flag	limit	selfTeach	credit	intensive	fillcounter	for_query	acadm_year	course_kind	selfTeachName	send_time	eng_name	course_group	exp_hours	serial_no	status	emi	counter_exceptAuth	rt	gender_restrict	eng_teach	classes	dept_engfull	restrict	school_avg	umd	authorize_using	dept_group_name	course_avg	teacher	class_name	time_inf	chn_name	form_s_name	moocs_teach	hours	form_s	tname	counter	deleteQ	option_code	tcode	scoreEnt	iCounter	limit_count_h	comment	acadm_term	generalCore	programs
	IM89						0	0.00		社工所（碩）		SWM0070			0		3.0				115	半			Special Topics on Social Work Supervision			0011			11	N					◎課程開放上修			-3			游美貴		二 8-10 和平 綜604	社會工作督導專題						8		選				30		1		
	IM89						0	0.00		社工所（碩）		SWM0059			0		3.0				115	半			Seminar on Palliative Social Work			0012			12	N					◎課程開放上修			-2			溫信學		一 A-C 和平 教101	臨終社會工作專題						10		選				30		1		
	ZU9E						0	0.00		社會與傳播應用學分學程		PGU1020			0		3.0				115	半			Introduction to Social Work </br>[ Program: The Inter-disciplinary Program of Human Services and Social Work Credit The Inter-disciplinary Program of Society and Communication Application ]			0013			16	N								-3			張文		二 A-C 和平 綜603	社會工作概論 </br>[ 學分學程：人群服務與社會工作學分學程 社會與傳播應用學分學程 ]						13		必				50		1		ZU37/ZU9E
	SD44						10	0.20		地科系（博）		ESD0091			0	是	1.0				115	半	李悅寧		Seminar			0014			6	N		是			允許重複修 ◎課程不開放上修			-2			李悅寧		二 7-8 公館 Ｓ101	專題討論						4		必				50		1		
	SM44						10	0.20		地科系（碩）		ESM0204			0	是	1.0				115	半	賴昱銘		Seminar	A		0015			9	N		是			允許重複修 ◎課程不開放上修			-3			賴昱銘		二 7-8 公館 Ｓ101	專題討論						6		必				50	本系碩士班地質組必修課程； 1. 各組同學將由該組課程之開課教師引導，進行論文導讀與介紹各自的研究，讓學生簡介其研究進度與成果，增加與教師之互動，解決學生之疑惑。 2. 定期邀請國內外地球科學領域 (包含地質、地球物理、太空、大氣、海洋等次領域) 學者專家進行專題演講，介紹其近期研究內容與結果，並進行學術討論，使學生瞭解個別領域研究的發展與趨勢。	1		
	MU90						10	0.20		音樂系（學）		MUU0309			2		2.0				115	半			Chamber Music for Piano (I)			0016			20	N					允許重複修			-1			鄭怡君		一 1-2 和平 音409	鋼琴室內樂（一）						19		選				50	第一堂課需測驗器樂演奏程度	1		
	SM44						10	0.20		地科系（碩）		ESM0204			0		1.0				115	半			Seminar	B		0017			6	N		是			允許重複修 ◎課程不開放上修			0			陳正達		二 7-8 公館 Ｓ101	專題討論						6		必				50	本系碩士班大氣組必修課程； 1. 各組同學將由該組課程之開課教師引導，進行論文導讀與介紹各自的研究，讓學生簡介其研究進度與成果，增加與教師之互動，解決學生之疑惑。  2. 定期邀請國內外地球科學領域 (包含地質、地球物理、太空、大氣、海洋等次領域) 學者專家進行專題演講，介紹其近期研究內容與結果，並進行學術討論，使學生瞭解個別領域研究的發展與趨勢。	1		
	SM44						10	0.20		地科系（碩）		ESM0204			0	是	1.0				115	半	管一政		Seminar	C		0018			3	N		是			允許重複修 ◎課程不開放上修			0			管一政		二 7-8 公館 Ｓ101	專題討論						3		必				50	本系碩士班天文組必修課程； 1. 各組同學將由該組課程之開課教師引導，進行論文導讀與介紹各自的研究，讓學生簡介其研究進度與成果，增加與教師之互動，解決學生之疑惑。  2. 定期邀請國內外地球科學領域 (包含地質、地球物理、太空、大氣、海洋等次領域) 學者專家進行專題演講，介紹其近期研究內容與結果，並進行學術討論，使學生瞭解個別領域研究的發展與趨勢。	1		
	SM44						10	0.20		地科系（碩）		ESM0204			0	是	1.0				115	半	林永富		Seminar	E		0019			5	N		是			允許重複修 ◎課程不開放上修			0			林永富		二 7-8 公館 Ｓ101	專題討論						5		必				50	為本系碩士班海洋組必修課程； 1. 各組同學將由該組課程之開課教師引導，進行論文導讀與介紹各自的研究，讓學生簡介其研究進度與成果，增加與教師之互動，解決學生之疑惑。  2. 定期邀請國內外地球科學領域 (包含地質、地球物理、太空、大氣、海洋等次領域) 學者專家進行專題演講，介紹其近期研究內容與結果，並進行學術討論，使學生瞭解個別領域研究的發展與趨勢。	1		
	SM44						10	0.20		地科系（碩）		ESM0204			0	是	1.0				115	半	陳卉瑄		Seminar	D		0020			1	N		是			允許重複修 ◎課程不開放上修			0			陳卉瑄		二 7-8 公館 Ｓ101	專題討論						1		必				50	授課教師為林佩瑩老師；為本系碩士班地物組必修課程； 1. 各組同學將由該組課程之開課教師引導，進行論文導讀與介紹各自的研究，讓學生簡介其研究進度與成果，增加與教師之互動，解決學生之疑惑。  2. 定期邀請國內外地球科學領域 (包含地質、地球物理、太空、大氣、海洋等次領域) 學者專家進行專題演講，介紹其近期研究內容與結果，並進行學術討論，使學生瞭解個別領域研究的發展與趨勢。	1		
	SU44						10	0.20		地科系（學）		ESU0088			0		3.0				115	半			Weather Forecast and Analysis </br>[ Program: The Inter-disciplinary Program of Environmental Monitoring and Disaster Mitigation ]			0021			39	N								-2			陳怡良		五 7-9 公館 Ｓ307	天氣預報與分析 </br>[ 學分學程：環境監測與防災學分學程 ]	三			3		37		選				50		1		ZU89
	LU21						5	0.11		英語系（學）		ENUE001			0		2.0				115	半			Teaching Materials and Methods : English </br>[ Program: The Inter-disciplinary Program of PASSION Quality Education in Rural Schools ]			0022			25	N					◎限 二階生 教育學程生 不佔名額生 登記修習生 可修			-12			曾俊傑		五 1-2 和平 科技系TB213教室	英語教材教法（教） </br>[ 學分學程：PASSION偏鄉優質教育學分學程 ]	三			3		13		選				45		1		ZU79
	LU21						5	0.13		英語系（學）		ENUE110			0		2.0				115	半			Teaching Practicum : English (I)			0023			11	N			1		◎限 二階生 教育學程生 不佔名額生 登記修習生 可修◎必須先修過【ENUE001  英語教材教法（教）】			-2			曾俊傑	甲	四 1-4 和平 製作教室B	英語教學實習（一）（教）	四			4		9		選				40	自115學年度起，取消師資生必修課程「英語教學實習（二）（教）」之規定。原「英語教學實習（二）（教）」課程內容將併入「英語教學實習（一）（教）」中，因此學生僅需修習「英語教學實習（一）（教）」即可。115學年度第2學期不開設「英語教學實習（二）（教）」，請同學自行選修其他教育實踐課程，以符合教育實踐課程至少8學分之規定。	1		
	LU21						5	0.20		英語系（學）		ENUE110			0		2.0				115	半			Teaching Practicum : English (I)			0024			26	N			2		◎限 二階生 教育學程生 不佔名額生 登記修習生 可修◎必須先修過【ENUE001  英語教材教法（教）】			-5			王宏均	乙	四 2-5 和平 泰順街綠能所研究室	英語教學實習（一）（教）	四			4		21		選				25	自115學年度起，取消師資生必修課程「英語教學實習（二）（教）」之規定。原「英語教學實習（二）（教）」課程內容將併入「英語教學實習（一）（教）」中，因此學生僅需修習「英語教學實習（一）（教）」即可。115學年度第2學期不開設「英語教學實習（二）（教）」，請同學自行選修其他教育實踐課程，以符合教育實踐課程至少8學分之規定。	1		
	AU30						9	0.18		體育系（學）		PEUE101			0		2.0				115	半			Teaching Materials and Methods: Physical Education			0025			20	N					◎限 二階生 教育學程生 不佔名額生 登記修習生 可修◎必須先修過【PEU3003  運動教育學】			-14			施登堯		二 1-2 和平 體001	體育教材教法（教）	三			3		6		選				50		1		
	AU30						9	0.18		體育系（學）		PEUE210			0		2.0				115	半			Teaching Practicum: Physical Education (II)			0026			24	N					◎限 二階生 教育學程生 不佔名額生 登記修習生 可修◎必須先修過【PEUE209  體育教學實習（一）（教）】			0			林靜萍 楊幸鈞		五 1-4 和平 體003	體育教學實習（二）（教）	四			4		24		選				50		1		
	SM45						10	0.20		科教所（碩）		SEC0065			0		3.0				115	半			Philosophy of Science in Practice and Science Education			0027			7	N		是	8		◎課程開放上修			-3			游立安	碩博	二 2-4 公館 科教大樓204	科學哲學與科學教育						4		選				50		1		
	SU51						5	0.25		營養學位學程（學）		NSU0026			0		1.0				115	半			Principles of Food Preparation			0028			0	N					◎限本系(含雙主修)修習◎限大一修習			0			沈賜川		五 6 和平 博402	食物製備原理	一			1		0		選				20	限修說明：實臉空間與設備有限，限20人。	1		
	SU51						5	0.25		營養學位學程（學）		NSU0045			0		1.0				115	半			Food Preparation Laboratory			0029			0	N					◎限本系(含雙主修)修習◎限大一修習			0			沈賜川		五 7-9 和平 博402	食物製備實驗	一			1		0		選				20	限修說明：實臉空間與設備有限，限20人。	1		
	SU51						10	0.20		營養學位學程（學）		NSU0036			0	是	1.0				115	半	洪永瀚		Basic practice in nutrition </br>[ Program: The Inter-disciplinary Program of Cultivating Seniors Service Talent in Community ]			0030			32	N					◎必須先修過【NSU0001  食物學】			-2			洪永瀚		三 6-8 公館 Ｓ504	基礎營養實習 </br>[ 學分學程：社區高齡者服務人才培力學分學程 ]	二			2		30		選				50		1		ZU98
	SU51						10	0.20		營養學位學程（學）		NSU0046			0		2.0				115	半			Food Microbiology			0031			28	N					◎必須先修過【NSU0001  食物學】			-2			洪永瀚		二 6-7 公館 Ｓ406	食品微生物	二			2		26		選				50		1		
	SU51						10	0.33		營養學位學程（學）		NSU0018			0		2.0				115	半			Quantity Food Preparation and Management			0032			37	N					◎必須先修過【NSU0026  食物製備原理】、【NSU0011  膳食計畫】			-6			沈賜川		四 6-7 公館 Ｓ504	團體膳食管理	三			3		31		必				30	限修說明：實臉空間與設備有限，限30人。	1		
	SU51						10	0.33		營養學位學程（學）		NSU0019			0		1.0				115	半			Quantity Food Preparation and Management Laboratory			0033			37	N					◎必須先修過【NSU0011  膳食計畫】、【NSU0045  食物製備實驗】			-6			沈賜川		四 2-4 公館 Ｃ005	團體膳食管理實驗	三			3		31		必				30	限修說明：實臉空間與設備有限，限30人。	1		
	SU44						10	0.20		地科系（學）		ESC0009			0		3.0				115	半			Numerical Weather Prediction			0034			11	N			9					-3			徐月娟	大碩	四 7-9 公館 Ｓ407	數值天氣預報						8		選				50		1		
	SU44						10	0.20		地科系（學）		ESU0224			10		3.0				115	半			Astronomy in Taiwanese			0035			18	N								-3			蔡安理		四 A-C 公館 Ｓ404	臺語天文學	二			2		15		選				50	◎臺語授課	1		
	IU89						0	0.00		社工所（學）		SWC9002			0		3.0				115	半			Global Aging			0036			10	N		是	9					-6			Senjooti Roy	大碩	三 3-5 和平 綜602	全球老齡化						4		選				50		1		
	TU68						5	0.14		設計系（學）		VDU0253			0		3.0				115	半			Innovation Design (I)			0037			26	N								-2			曾乙文		一 2-4 和平 設計系2B教室	創新設計（一）	二			2		24		必				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						10	0.28		設計系（學）		VDU0211			0		2.0				115	半			Interior Design Drawing </br>[ Program: The Inter-disciplinary Program of Interior Design Profession ]			0038			19	N								-4			劉大章		二 1-2 和平 設計系2A教室	室內設計圖學 </br>[ 學分學程：室內設計學分學程 ]	二			2		15		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		ZU9O
	TU68						5	0.14		設計系（學）		VDC9013			0		3.0				115	半			Interior Design (I) </br>[ Program: The Inter-disciplinary Program of Interior Design Profession ]			0039			16	N		是	9		◎必須先修過(也可以同時修)【VDU0070  基礎設計（一）】			-6			長友大輔	大碩	二 3-5 和平 設計系2B教室	室內設計（一） </br>[ 學分學程：室內設計學分學程 ]						10		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		ZU9O
	TU68						5	0.14		設計系（學）		VDU0192			0		3.0				115	半			Product Design (I)			0040			16	N					◎必須先修過(也可以同時修)【VDU0070  基礎設計（一）】			0			鄧建國		二 6-8 和平 設計系2B教室	產品設計（一）	二			2		16		必				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0275			0		3.0				115	半			Computer-Aided Interior Design			0041			13	N					◎必須先修過(也可以同時修)【VDU0263  基礎模型製作（一）】			-4			趙昱		二 A-C 和平 設計系2B教室	電腦輔助室內設計						9		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0218			0		2.0				115	半			Digital Modeling			0042			14	N								-2			黃浩瑜		三 6-7 和平 設計系3B教室	數位建模	二			2		12		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0080			0		2.0				115	半			Typography (I)			0043			32	N					◎必須先修過【VDU0019  電腦繪圖】			-6			林玠里		三 6-7 和平 設計系2B教室	字體設計（一）	二			2		26		必				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0246			0		2.0				115	半			Sketching and Drawing Method (I)			0044			11	N					◎必須先修過(也可以同時修)【VDU0019  電腦繪圖】			-2			林玠里		三 8-9 和平 設計系2B教室	表現技法（一）	二			2		9		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0206			0		2.0				115	半			Media Design (I) </br>[ Program: The Inter-disciplinary Program of AI Digital Art ]			0045			22	N					◎必須先修過【VDU0019  電腦繪圖】			-1			李文閣		二 5-6 和平 設計系6A教室	媒體設計（一） </br>[ 學分學程：AI與數位藝術學分學程 ]	二			2		21		必				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		ZU63
	TU68						5	0.14		設計系（學）		VDU0200			0		3.0				115	半			Visual Communication Design (I)			0046			25	N					◎必須先修過【VDU0019  電腦繪圖】			0			施令紅		四 6-8 和平 綜914	視覺傳達設計（一）	二			2		25		必				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0248			0		3.0				115	半			Product Design Presentation Techniques (I)			0047			18	N								-1			周育潤		五 2-4 和平 設計系2B教室	產品表現技法（一）	二			2		17		必				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						10	0.28		設計系（學）		VDU0224			0		2.0				115	半			Printmaking and Design			0048			9	N								-2			李延祥		五 9-10 和平 綜914	版畫設計	二			2		7		選				35		1		
	TU68						10	0.28		設計系（學）		VDU0177			0		2.0				115	半			Photography			0049			29	N								-8			陳漢元		六 3-4 和平 設計系2A教室	攝影	二			2		21		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0181			0		2.0				115	半			3d Animation (I) </br>[ Program: The Inter-disciplinary Program of Metaverse Narrative The Inter-disciplinary Program of AI Digital Art ]			0050			30	N								-8			呂奇駿		一 3-4 和平 設計系3B教室	３Ｄ動畫創作（一） </br>[ 學分學程：AI暨元宇宙敘事學分學程 AI與數位藝術學分學程 ]	三			3		22		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		ZU48/ZU63
	TU68						5	0.14		設計系（學）		VDU0228			0		2.0				115	半			Animation Script Writing			0051			26	N								-2			呂奇駿		一 5-6 和平 設計系3B教室	動畫劇本創作	三			3		24		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						10	0.28		設計系（學）		VDU0157			0		2.0				115	半			Construction Drawing </br>[ Program: The Inter-disciplinary Program of Interior Design Profession ]			0052			10	N								-2			劉大章		二 3-4 和平 設計系2A教室	施工圖 </br>[ 學分學程：室內設計學分學程 ]	三			3		8		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		ZU9O
	TU68						5	0.14		設計系（學）		VDU0187			0		3.0				115	半			Motion Graphic Design (I) </br>[ Program: The Inter-disciplinary Program of AI Digital Art ]			0053			20	N								-2			李文閣		二 2-4 和平 設計系3B教室	動態平面設計（一） </br>[ 學分學程：AI與數位藝術學分學程 ]	三			3		18		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		ZU63
	TU68						5	0.14		設計系（學）		VDU0232			0		6.0				115	半			Advanced Product Design (I)			0054			17	N								-1			梁桂嘉 王千睿		二 6-8 和平 設計系3B教室, 五 2-4 和平 綜914	進階產品設計（一）	三			3		16		必				35		1		
	TU68						10	0.29		設計系（學）		VDC9005			0		2.0				115	半			Commercial Space Design (I)			0055			5	N		是	9		◎必須先修過【VDU0197  室內設計（二）】			-2			長友大輔	大碩	二 9-10 和平 設計系2A教室	商業空間設計（一）						3		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0104			0		2.0				115	半			Advertising Design (I)			0056			35	N		是						-2			黃莉庭		三 6-7 和平 綜914	廣告設計（一）	三			3		33		必				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0271			0		2.0				115	半			Infographics and Interface Design			0057			21	N					◎必須先修過【VDU0200  視覺傳達設計（一）】			-1			廖偉民		三 8-9 和平 設計系6A教室	資訊圖表設計	三			3		20		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0137			0		2.0				115	半			Visual Identity System (I)			0060			19	N					◎必須先修過【VDU0200  視覺傳達設計（一）】			0			林俊良		四 6-7 和平 設計系3B教室	視覺識別系統（一）	三			3		19		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0152			0		3.0				115	半			Product Analysis			0061			8	N								0			周育潤		五 6-8 和平 設計系3B教室	產品分析	三			3		8		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		
	TU68						5	0.14		設計系（學）		VDU0179			0		3.0				115	半			Graduate Work: Design (I)	A		0062			23	N								0			黃莉庭		二 7-9 和平 設計系3A教室	設計畢業製作（一）	四			4		23		必				35		1		
	TU68						5	0.14		設計系（學）		VDU0179			0		3.0				115	半			Graduate Work: Design (I)	B		0063			13	N								-1			蘇瀚		二 7-9 和平 設計系3C教室	設計畢業製作（一）	四			4		12		必				35		1		
	TU68						10	0.20		設計系（學）		VDU0257			0		2.0				115	半			Strategic Brand			0064			37	N					◎必須先修過(也可以同時修)【VDU0179  設計畢業製作（一）】			-3			王千睿		四 6-7 和平 設計系3A教室	品牌策略	四			4		34		必				50		1		
	TU68						5	0.14		設計系（學）		VDC9007			0		2.0				115	半			Digital Media Integration Design (I) </br>[ Program: The Inter-disciplinary Program of Metaverse Narrative The Inter-disciplinary Program of AI Digital Art ]			0065			12	N		是	9					-3			黃心健	大碩	一 6-7 和平 綜1001	數位媒材整合設計（一） </br>[ 學分學程：AI暨元宇宙敘事學分學程 AI與數位藝術學分學程 ]						9		選				35	台大,台科大學生請於開學後第一次上課時跟老師拿授權碼選課	1		ZU48/ZU63
	S						10	0.20		理學院		S0C9002			5		3.0				115	半			Advanced PC Cluster Architectures for Scientific Computing			0066			0	N		是	9					0			林俊鈺	大碩	五 7-9 公館 Ｓ305	先進電腦叢集架構與科學計算實作						0		選				50		1		
	EM15						10	0.33		圖資所（碩）		ISC0410			3		3.0				115	半			Studies in Management of Information Service Organizations			0069			5	N			8		◎課程開放上修			0			謝建成	碩博	五 2-4 和平 教1011	資訊服務機構管理研究						5		選				30		1		
	TM60						10	0.33		美術系（碩）		ATC8002			2		3.0				115	半			Special Topics on Photography and Media Art in Taiwan			0070			3	N			8		◎課程不開放上修			0			孫松榮	碩博	四 6-8 和平 美405	臺灣近當代影像藝術專題研究						3		選				30		1		
	LU21						10	0.33		英語系（學）		ENU0168			0		3.0				115	半			English (I) </br>[ Program: The Inter-disciplinary Program of Technology-assisted Teaching Industry ]	A		0071			0	N		是			◎限本系(含雙主修)修習◎限大一修習			0			謝妙玲		一 2-4 和平 製作教室B	英文（一） </br>[ 學分學程：科技化教學產業學分學程 ]	一			1		0		必				30		1		ZU47
	LU21						10	0.33		英語系（學）		ENU0168			0		3.0				115	半			English (I) </br>[ Program: The Inter-disciplinary Program of Technology-assisted Teaching Industry ]	B		0072			0	N		是			◎限本系(含雙主修)修習◎限大一修習			0			多德		一 2-4 和平 科技系TB212教室	英文（一） </br>[ 學分學程：科技化教學產業學分學程 ]	一			1		0		必				30		1		ZU47
	LU21						10	0.33		英語系（學）		ENU0168			0		3.0				115	半			English (I) </br>[ Program: The Inter-disciplinary Program of Technology-assisted Teaching Industry ]	C		0073			0	N		是			◎限本系(含雙主修)修習◎限大一修習			0			多德		二 6-8 和平 科技系TB212教室	英文（一） </br>[ 學分學程：科技化教學產業學分學程 ]	一			1		0		必				30		1		ZU47
	LU21						1	0.05		英語系（學）		ENU0237			0		2.0				115	半			Guided Writing (I)	A		0074			3	N		是			◎限本系(含雙主修)、輔系修習◎限大一修習			-3			陳純音		五 6-7 和平 科技系TB213教室	寫作指導（一）	一			1		0		必				20	建議修習輔系第一年時選修	1		
	LU21						1	0.05		英語系（學）		ENU0237			0		2.0				115	半			Guided Writing (I)	B		0075			0	N		是			◎限本系(含雙主修)、輔系修習◎限大一修習			0			陳正賢		五 6-7 和平 圖傳系一般教室	寫作指導（一）	一			1		0		必				20	建議修習輔系第一年時選修	1		
	LU21						1	0.05		英語系（學）		ENU0237			0		2.0				115	半			Guided Writing (I)	C		0076			1	N		是			◎限本系(含雙主修)、輔系修習◎限大一修習			-1			羅美蘭		五 6-7 和平 製作教室B	寫作指導（一）	一			1		0		必				20	建議修習輔系第一年時選修	1		
	LU21						1	0.05		英語系（學）		ENU0237			0		2.0				115	半			Guided Writing (I)	D		0077			0	N		是			◎限本系(含雙主修)、輔系修習◎限大一修習			0			蘇子中		五 6-7 和平 研討五	寫作指導（一）	一			1		0		必				20	建議修習輔系第一年時選修	1		
	LU21						1	0.05		英語系（學）		ENU0237			0		2.0				115	半			Guided Writing (I)	E		0078			0	N		是			◎限本系(含雙主修)、輔系修習◎限大一修習			0			謝妙玲		五 6-7 和平 研討一	寫作指導（一）	一			1		0		必				20	建議修習輔系第一年時選修	1		
	LU21						1	0.05		英語系（學）		ENU0237			0		2.0				115	半			Guided Writing (I)	F		0079			2	N		是			◎限本系(含雙主修)、輔系修習◎限大一修習			-2			陳浩然		一 8-9 和平 製作教室B	寫作指導（一）	一			1		0		必				20	建議修習輔系第一年時選修	1		
	LU21						1	0.05		英語系（學）		ENU0237			0		2.0				115	半			Guided Writing (I)	G		0080			1	N		是			◎限本系(含雙主修)、輔系修習◎限大一修習			-1			吳育潔		一 8-9 和平 圖傳系一般教室	寫作指導（一）	一			1		0		必				20	建議修習輔系第一年時選修	1		
	LU21						10	0.20		英語系（學）		ENU0257			0		2.0				115	半			Approaches to Literary Works (I) </br>[ Program: The Inter-disciplinary Program of Technology-assisted Teaching Industry ]	A		0081			3	N		是			◎限本系(含雙主修)、輔系修習◎限大一修習			-3			曾思旭		三 6-7 和平 工401	文學作品導讀（一） </br>[ 學分學程：科技化教學產業學分學程 ]	一			1		0		必				50	建議修習輔系第二年以後選修	1		ZU47
	LU21						2	0.04		英語系（學）		ENU0257			0		2.0				115	半			Approaches to Literary Works (I) </br>[ Program: The Inter-disciplinary Program of Technology-assisted Teaching Industry ]	B		0082			2	N		是			◎限本系(含雙主修)、輔系修習◎限大一修習			-2			邵毓娟		三 6-7 和平 科技系TB213教室	文學作品導讀（一） </br>[ 學分學程：科技化教學產業學分學程 ]	一			1		0		必				45	建議修習輔系第二年以後選修	1		ZU47
	LU21						10	0.20		英語系（學）		ENU0257			0		2.0				115	半			Approaches to Literary Works (I) </br>[ Program: The Inter-disciplinary Program of Technology-assisted Teaching Industry ]	C		0083			2	N		是			◎限本系(含雙主修)、輔系修習◎限大一修習			-2			李秀娟		三 8-9 和平 工401	文學作品導讀（一） </br>[ 學分學程：科技化教學產業學分學程 ]	一			1		0		必				50	建議修習輔系第二年以後選修	1		ZU47
	LU21						10	0.40		英語系（學）		ENU0269			0		2.0				115	半			English Conversation (I) </br>[ Program: The EMI Specialization Program of English Communication and Critical Thinking ]	A		0084			0	N		是			◎限本系(含雙主修)、輔系修習◎限大一修習			0			多德		四 6-7 和平 研討五	英語會話（一） </br>[ 學分學程：英語表達、思辨與溝通專業學分學程 ]	一			1		0		必				25	建議修習輔系第一年時選修	1		ZU6S
	HU71						0	0.00		科技系（學）		ITU0156			0	是	1.0				115	半	簡佑宏 蔡其瑞		Capstone Projects (II) </br>[ Program: The Inter-disciplinary Program of STEM Innovation and Practices ]	A		0085			12	N								-1			簡佑宏 蔡其瑞		五 C-D 和平 科技系TC504教室	專題製作（二） </br>[ 學分學程：理工創新與實作學分學程 ]	四			4		11		必				50	本系學生請依指導老師選課，外系勿選。	1		ZU62
