cancel	dept_code	dept_group	week_section1	week_section2	week_section3	week_section4	authorize_p	authorize_r	brief_eng	dept_chiabbr	not_choose	course_code	percentage	full_flag	limit	selfTeach	credit	intensive	fillcounter	for_query	acadm_year	course_kind	selfTeachName	send_time	eng_name	course_group	exp_hours	serial_no	status	emi	counter_exceptAuth	rt	gender_restrict	eng_teach	classes	dept_engfull	restrict	school_avg	umd	authorize_using	dept_group_name	course_avg	teacher	class_name	time_inf	chn_name	form_s_name	moocs_teach	hours	form_s	tname	counter	deleteQ	option_code	tcode	scoreEnt	iCounter	limit_count_h	comment	acadm_term	generalCore
	AIA						0	0.00		AI聯盟		TAC9003			0		3.0				114	半			Generative AI: Text and Image Synthesis Principles and Practice </br>[ Program: Artificial Intelligence for Natural Language Technology Program ]			0018			47	1			9					0			蔡炎龍	大碩	二 8-A 校外 教室自排	生成式AI：文字與圖像生成的原理與實務 </br>[ 學分學程：AI自然語言 ]						47		選				50	◎數位課程 TAICA政治大學課程；學制：大碩；上課時間：星期二 16:00~19:00；本校協同教師：柯佳伶	1	
	AIA						0	0.00		AI聯盟		TAC9005			0		3.0				114	半			Computer Vision Practice with Deep Learning			0019			19	1			9					0			鄭文皇	大碩	五 2-4 校外 教室自排	電腦視覺實務與深度學習						19		選				50	◎數位課程 TAICA臺灣大學課程；學制：大碩；上課時間：星期五 9:10~12:10；本校協同教師：葉梅珍	1	
	AM30						10	0.20		體育系（碩）		PEM0004			0		3.0				114	半			Studies in Physical Education Curriculum			0020			9	N					◎課程開放上修			0			施登堯		四 7-9 和平 體002	體育課程研究						9		選				50		1	
	AM30						10	0.20		體育系（碩）		PEM0020			0		3.0				114	半			Studies in Philosophy of Sport			0021			20	N					◎課程開放上修			0			林慶宏		四 2-4 和平 體001	運動哲學研究						20		選				50		1	
	AM30						10	0.20		體育系（碩）		PEM0023			0		3.0				114	半			Studies in Sport Marketing			0022			20	N					◎課程開放上修			0			鄭志富		四 7-9 和平 體001	運動行銷學研究						20		選				50		1	
	AM30						10	0.20		體育系（碩）		PEM0024			0		3.0				114	半			Statistics and Experimental Design(I)			0023			48	N					◎課程開放上修			1			林昌平		三 6-8 和平 教402	統計與實驗設計（一）						49		必				50		1	
	AM30						10	0.20		體育系（碩）		PEM0027			0		3.0				114	半			Research Methodology	A		0024			25	N					◎課程開放上修			0			程瑞福		二 2-4 和平 體002	研究法						25		必				50		1	
	AM30						10	0.20		體育系（碩）		PEM0027			0		3.0				114	半			Research Methodology	B		0025			22	N					◎課程開放上修			0			洪聰敏		二 2-4 和平 體003	研究法						22		必				50		1	
	AM30						10	0.20		體育系（碩）		PEM0033			5		3.0				114	半			Seminar in Sport  Management			0026			9	N					◎課程開放上修			1			程紹同		五 2-4 和平 體003	運動管理學研究						10		選				50		1	
	AM30						10	0.20		體育系（碩）		PEM0074			0		3.0				114	半			Studies in Sprot Sociology			0027			20	N					◎課程開放上修			0			湯添進		四 2-4 和平 體002	運動社會學研究						20		選				50		1	
	AM30						10	0.20		體育系（碩）		PEM0105			0		3.0				114	半			Professional Development and  Assessment of Physical Education Teachers			0028			11	N					◎課程開放上修			0			掌慶維		一 7-9 和平 體003	體育教師專業成長與評鑑						11		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0013			0		3.0				114	半			Research Methods in Sport Biomechanics			0029			5	N			8		◎課程開放上修			0			蔡虔祿	碩博	三 2-4 公館 研001	運動生物力學研究法						5		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0030			0		3.0				114	半			Studies in Sport Nutrition			0030			11	N		是	8		◎課程開放上修			0			劉宏文	碩博	一 7-9 公館 研001	運動營養學研究						11		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0031			0		3.0				114	半			Qualitative Research Methods in Physical Education			0031			8	N			8		◎課程開放上修			0			闕月清	碩博	二 A-C 和平 體003	質的體育研究法						8		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0039			0		3.0				114	半			Special Topics in Exercise Energy Metabolism			0032			3	N		是	8		◎課程開放上修			0			陳勇志	碩博	五 6-8 公館 研001	運動能量代謝專題研究						3		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0051			0		3.0				114	半			Special Topics in Human Gait Analysis			0033			15	N			8		◎課程開放上修			0			李恆儒	碩博	二 7-9 公館 體育館二3樓視聽教室	人體步態專題研究						15		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0104			3		3.0				114	半			Analytical Studies in Sport Sciences			0034			11	N		是	8		◎課程開放上修			0			Philip X. Fuchs	碩博	三 8-10 和平 體002	運動科學文獻分析						11		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0107			0		3.0				114	半			Studies in Sport Experience			0035			13	N			8		◎課程開放上修			0			石明宗	碩博	五 3-5 公館 體育館二3樓視聽教室	運動經驗研究						13		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0121			0		3.0				114	半			Special Topics on Sport Psychophysiology			0036			9	N			8		◎課程開放上修			0			洪聰敏	碩博	三 2-4 和平 體002	競技運動心生理學專題研究						9		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0125			3		3.0				114	半			Advanced Sport Biomechanics			0037			11	N			8		◎課程開放上修			0			黃長福	碩博	五 6-8 公館 體育館二3樓視聽教室	高級運動生物力學						11		選				50		1	
	AM30						10	0.33		體育系（碩）		PEC0128			3		3.0				114	半			Research of Applied Mechanics in Biomechanics			0038			19	N		是	8		◎課程開放上修			0			Philip X. Fuchs	碩博	一 2-4 公館 研001	應用生物力學研究						19		選				30		1	
	AM30						10	0.20		體育系（碩）		PEC0129			0		3.0				114	半			Bioengineering and Biomechanics			0039			11	N			8		◎課程開放上修			0			張家豪	碩博	四 2-4 公館 體育館二3樓視聽教室	生物工程與生物力學						11		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0131			0		3.0				114	半			Advanced Exercise Physiology (Including Experiments)			0040			6	N			8		◎課程開放上修			0			徐孟達	碩博	二 6-A 公館 研001	高級運動生理學（含實驗）						6		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0133			3		3.0				114	半			Research on Physical Fitness and Exercise Prescription			0041			7	N			8		◎課程開放上修			0			陳勇志	碩博	四 2-4 公館 研001	體適能與運動處方專題研究						7		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC0143			3		3.0				114	半			Studies in Sport Psychology			0042			11	N			8		◎課程開放上修			0			季力康	碩博	四 2-4 和平 體003	競技運動心理學研究						11		選				50		1	
	AM30						10	0.20		體育系（碩）		PEC8006			0		3.0				114	半			Studies in Historical and Sociological Aspects of Sports			0043			6	N			8		◎課程開放上修			0			林玫君	碩博	二 A-C 和平 體002	運動歷史社會學研究						6		選				50		1	
	AM31						10	0.33		休旅所（碩）		SRM0010			5		3.0				114	半			Studies in Strategic Management in Hospitality			0045			15	N					◎課程開放上修			0			王國欽		二 2-4 和平 綜603	餐旅策略管理研究						15		選				30		1	
	AM31						0	0.00		休旅所（碩）		SRM0035			5		3.0				114	半			Recreational Management and Environmental Education			0046			11	N					◎課程不開放上修			0			李晶		二 6-8 和平 綜602	遊憩資源管理與環境教育						11		選				30		1	
	AM31						10	0.33		休旅所（碩）		SRM0045			2		3.0				114	半			Studies in Marketing of Sport and Leisure			0047			30	N					◎課程不開放上修			8			朱文增		一 7-9 和平 綜604	運動與休閒行銷學研究						38		選				30		1	
	AM31						5	0.17		休旅所（碩）		SRM0052			2		3.0				114	半			Studies in Evolution of Leisure: Historical and Philosophical Perspectives			0048			21	N					◎課程不開放上修			0			林儷蓉		三 2-4 和平 綜604	休閒思想演變研究						21		選				30		1	
	AM31						5	0.17		休旅所（碩）		SRM0071			3		3.0				114	半			Seminar on International Trends of Sport and Leisure			0049			24	N					◎課程開放上修			0			湯添進		四 7-9 和平 綜604	國際運動休閒現勢專題討論						24		選				30		1	
	AM31						5	0.17		休旅所（碩）		SRM0073			2		3.0				114	半			Studies and Practices in Sport Tourism			0050			19	N					◎課程不開放上修			2			林伯修		五 3-5 和平 綜604	運動觀光研究與實作						21		選				30		1	
	AM31						5	0.17		休旅所（碩）		SRM0085			2		3.0				114	半			Studies in Client Assessment and Evaluation in Therapeutic Recreation			0051			23	N					◎課程開放上修			0			林儷蓉		二 2-4 和平 綜604	休閒治療評估方法與研究						23		選				30		1	
	AM31						10	0.33		休旅所（碩）		SRC0015			0		3.0				114	半			Contemporary Issues for the Hospitality and Tourism Industry </br>[ Program: The EMI Certificate Program in Environmental Humanities at NTNU ]			0052			11	N		是	8		◎課程不開放上修			0			雷芷卉	碩博	三 7-9 和平 綜603	餐旅業當代議題 </br>[ 學分學程：環境人文學程 ]						11		選				30		1	
	AM31						10	0.33		休旅所（碩）		SRC8009			0		3.0				114	半			Studies in Hospitality Consumer Behavior			0053			16	N		是	8		◎課程不開放上修			0			雷芷卉	碩博	三 2-4 和平 綜603	餐旅消費者行為研究						16		選				30		1	
	AM31						0	0.00		休旅所（碩）		SRM0011			0		3.0				114	半			Research Methodology	A		0054			18	N					◎課程不開放上修			0			麥康妮		五 7-9 和平 綜603	研究法	一			1		18		必				30		1	
	AM31						10	0.33		休旅所（碩）		SRM0011			0		3.0				114	半			Research Methodology	B		0055			20	N					◎課程不開放上修			0			廖邕		五 7-9 和平 綜604	研究法	一			1		20		必				30		1	
	AM31						10	0.33		休旅所（碩）		SRM0030			5		3.0				114	半			Advanced Statistics	A		0056			13	N					◎課程不開放上修			0			朱文增		一 2-4 和平 綜604	高級統計學	一			1		13		必				30		1	
	AM31						3	0.11		休旅所（碩）		SRM0030			5		3.0				114	半			Advanced Statistics	B		0057			25	N					◎課程開放上修			0			方進義		一 2-4 和平 教403	高級統計學	一			1		25		必				27		1	
	AM31						10	0.20		休旅所（碩）		SRM0003			0		1.0				114	半			Seminar on Sport, Leisure and Hospitality Management (II)			0058			39	N					◎課程不開放上修			0			林伯修		四 C 和平 綜509國際會議廳	運動休閒與餐旅管理專題討論（二）	二			2		39		必				50		1	
	AM32						10	0.20		競技系（碩）		FPM0002			0		3.0				114	半			Research Method of Competitive Sports			0059			13	N					◎課程開放上修			0			蔡於儒 石明宗		四 2-4 公館 研003	競技運動研究法						13		選				50		1	
	AM32						10	0.20		競技系（碩）		FPM0003			0		3.0				114	半			Studies in Sports Training			0060			11	N					◎課程開放上修			0			蔡於儒		三 5-7 公館 體育館二3樓會議室	運動訓練學研究						11		必				50		1	
	AM32						10	0.20		競技系（碩）		FPM0008			0		3.0				114	半			Studies in Sports Competition Strategy			0061			8	N					◎課程開放上修			0			李建興		三 3-5 公館 Ｓ501	運動競賽策略研究						8		選				50		1	
	AM32						10	0.20		競技系（碩）		FPM0020			0		3.0				114	半			Exercise Physiology of Training			0062			14	N					◎課程開放上修			0			鄭景峰		三 2-4 公館 Ｓ203	訓練運動生理學						14		選				50		1	
	AM32						10	0.20		競技系（碩）		FPM0021			0		2.0				114	半			Practice of Sports Conditioning Training (I)			0063			13	N					◎課程開放上修			0			李佳融		三 10-A 公館 體育館二3樓會議室	運動體能訓練實作（一）						13		必				50		1	
	AM32						10	0.20		競技系（碩）		FPM0023			0		2.0				114	半			Practice of Sports Skill Training (I)			0064			9	N					◎課程開放上修			0			劉錦璋		三 10-A 公館 研003	運動技能訓練實作（一）						9		必				50		1	
	AM32						10	0.20		競技系（碩）		FPM0028			0		3.0				114	半			Research Methods in Exercise and Sport Science			0065			20	N					◎課程開放上修			0			鄭景峰		二 6-8 公館 Ｓ203	運動科學研究法						20		必				50		1	
	AM32						10	0.20		競技系（碩）		FPM0046			0		3.0				114	半			Intermediate Sport Biomechanics			0067			9	N					◎課程開放上修			0			李恆儒		一 6-8 公館 體育館二3樓視聽教室	中級運動生物力學						9		選				50		1	
	AM32						10	0.20		競技系（碩）		FPM0055			0		1.0				114	半			Exercise & Sport Science Seminar (II)			0068			13	N					◎課程開放上修			0			鄭景峰		四 5 公館 研001	運動科學專題報告（二）						13		必				50		1	
	AM32						3	0.08		競技系（碩）		FPM0064			0		3.0				114	半			Biostatistics and Experimental Design			0069			17	N		是			◎課程開放上修			0			利安琪		三 6-8 公館 理圖802	生物統計與實驗設計						17		必				37		1	
	AM32						10	0.20		競技系（碩）		FPM0070			0		1.0				114	半			Exercise and Sport Science Services			0070			11	N					◎課程開放上修			0			何仁育		二 6 公館 研003	運動科學服務						11		必				50		1	
	AM32						10	0.20		競技系（碩）		FPM0075			0		3.0				114	半			Ecological Approach to Motor Behavior			0071			11	N					◎課程開放上修			0			劉有德		二 2-4 公館 研003	運動行為的生態觀						11		選				50		1	
	AM32						10	0.20		競技系（碩）		FPM0077			0		3.0				114	半			Ecological Coaching Science			0072			8	N					◎課程開放上修			0			劉有德		二 7-9 公館 研003	生態觀運動教練學						8		選				50		1	
	AOD						5	0.08		國防教育		ADU0002			2		0.0				114	半			All-Out Defense Education Military Training-National Defense Policies	A		0073			62	N								5			侯昭原		四 1-2 公館 Ｅ101	全民國防教育軍事訓練－國防政策						67		選				60	侯昭原	1	
	AOD						0	0.00		國防教育		ADU0002			2		0.0				114	半			All-Out Defense Education Military Training-National Defense Policies	B		0074			60	N								0			侯昭原		四 3-4 公館 Ｅ101	全民國防教育軍事訓練－國防政策						60		選				60	侯昭原	1	
	AOD						10	0.17		國防教育		ADU0004			2		0.0				114	半			All-Out Defense Education Military Training-Defense Mobilization	A		0075			61	N								5			劉麗君		三 6-7 和平 誠101	全民國防教育軍事訓練－防衛動員						66		選				60	劉麗君	1	
	AOD						10	0.17		國防教育		ADU0004			2		0.0				114	半			All-Out Defense Education Military Training-Defense Mobilization	B		0076			60	N								2			劉麗君		三 8-9 和平 誠101	全民國防教育軍事訓練－防衛動員						62		選				60	劉麗君	1	
	AOD						0	0.00		國防教育		ADU0005			2		0.0				114	半			All-Out Defense Education Military Training-Defense Technology	A		0077			56	N								0			周建志		一 1-2 和平 誠201	全民國防教育軍事訓練－國防科技						56		選				60	周建志	1	
	AOD						0	0.00		國防教育		ADU0005			2		0.0				114	半			All-Out Defense Education Military Training-Defense Technology	B		0078			62	N								0			周建志		四 1-2 和平 誠203	全民國防教育軍事訓練－國防科技						62		選				60	周建志	1	
	AU30						10	0.20		體育系（學）		PEC9003			5		3.0				114	半			Management of Sport Events			0079			5	N		是	9					0			程紹同	大碩	五 6-8 和平 體003	運動賽會管理						5		選				50		1	
	AU30						10	0.20		體育系（學）		PEC9004			0		2.0				114	半			Athletic Training Practicum (I)			0080			5	N			9		◎必須先修過【PEU0067  運動傷害與防護】、【PEU0292  運動貼紮與臨床實作】、【PEU0294  運動推拿指壓學】、【PEU0295  基礎儀器治療學】、【PEU0296  運動傷害評估學】、【PEU0297  運動治療學】			2			黃昱倫	大碩	三 A-B 和平 體002	運動防護實習（一）						7		選				50		1	
	AU30						10	0.13		體育系（學）		PEU0003			0		2.0				114	半			Principles of Physical Education			0081			71	N								2			陳信亨		一 8-9 和平 誠302	體育學原理	一			1		73		必				75		1	
	AU30						22	0.44		體育系（學）		PEU0193			0		2.0				114	半			Human Anatomy and Physiology </br>[ Program: The Program of Sports Technology The Program of Strength and Conditioning The Program of Injury Prevention and Athletic Training ]			0082			65	N								22			王宏豪		四 6-7 和平 金牌講堂	人體解剖生理學 </br>[ 學分學程：運動科技學程 肌力與體能學程 運動傷害防護學程 ]	一			1		87		必				50		1	
	AU30						10	0.20		體育系（學）		PEU0251			0		2.0				114	半			Soccer (I)	F		0083			23	N	F				◎限女生修			1			程瑞福		四 1-2 公館 體育館二3樓	足球（一）	一			1		24		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0251			0		2.0				114	半			Soccer (I)	M		0084			36	N	M				◎限男生修			0			程瑞福		四 3-4 公館 體育館二3樓	足球（一）	一			1		36		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0254			0		2.0				114	半			Baseball (Softball) (I)	F		0085			24	N	F				◎限女生修			0			潘慈惠		一 3-4 公館 操場二	棒（壘）球（一）	一			1		24		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0254			0		2.0				114	半			Baseball (Softball) (I)	M		0086			45	N	M				◎限男生修			0			黃輝榮		二 3-4 公館 操場二	棒（壘）球（一）	一			1		45		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0263			0		2.0				114	半			Swimming (I)	F		0087			27	N	F				◎限女生修			0			鄭國輝		五 6-7 和平 游泳館1F大泳池	游泳（一）	一			1		27		必				50		1	
	AU30						10	0.20		體育系（學）		PEU0263			0		2.0				114	半			Swimming (I)	M		0088			43	N	M				◎限男生修			1			鄭國輝		二 6-7 和平 游泳館1F大泳池	游泳（一）	一			1		44		必				50		1	
	AU30						10	0.20		體育系（學）		PEU0269			0		2.0				114	半			Table Tennis (I)	F		0089			28	N	F				◎限女生修			1			施亦婕		二 6-7 和平 桌球室	桌球（一）	一			1		29		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0269			0		2.0				114	半			Table Tennis (I)	M		0090			42	N	M				◎限男生修			0			王傑賢		一 6-7 和平 桌球室	桌球（一）	一			1		42		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0274			0		2.0				114	半			Gymnastics (I)	F		0091			28	N	F				◎限女生修			1			張琪		二 3-4 和平 體操房	體操（一）	一			1		29		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0274			0		2.0				114	半			Gymnastics (I)	M		0092			37	N	M				◎限男生修			0			張琪		一 3-4 和平 體操房	體操（一）	一			1		37		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0277			0		2.0				114	半			Track and Field (I)	F		0093			15	N	F				◎限女生修			0			林淑惠		一 6-7 公館 操場二	田徑（一）	一			1		15		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0277			0		2.0				114	半			Track and Field (I)	M		0094			45	N	M				◎限男生修			0			詹俊成		五 6-7 公館 操場二	田徑（一）	一			1		45		選				50		1	
	AU30						10	0.13		體育系（學）		PEU0015			0		2.0				114	半			Sport Physiology </br>[ Program: The Program of Strength and Conditioning The Program of Injury Prevention and Athletic Training The Program of Sports Sciences ]			0095			79	N					◎初選 運動傷害防護學程 研究生得下修			5			王鶴森		一 3-4 和平 誠202	運動生理學 </br>[ 學分學程：肌力與體能學程 運動傷害防護學程 運動科學學程 ]	二			2		84		必				80		1	
	AU30						10	0.14		體育系（學）		PEU0067			3		2.0				114	半			Sport Injury and Prevention </br>[ Program: The Program of Outdoor Adventure Leadership The Program of Injury Prevention and Athletic Training The program of Cultivating Seniors Service Talent in Community ]			0096			71	N					◎初選 運動傷害防護學程 研究生得下修			5			黃昱倫		一 8-9 和平 金牌講堂	運動傷害與防護 </br>[ 學分學程：戶外探索領導學程 運動傷害防護學程 高齡學程 ]	二			2		76		選				70		1	
	AU30						10	0.20		體育系（學）		PEU0081			3		2.0				114	半			Handball (I)			0097			20	N								4			黃欽永		二 8-9 和平 體育館一4F	手球（一）	二			2		24		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0111			0		2.0				114	半			Lectures on Sport and Recreational Industry </br>[ Program: The Program of Sports Industry Management The Program of Sports Technology ]			0098			36	N								0			王傑賢		四 8-9 和平 樸302	運動與休閒產業講座 </br>[ 學分學程：運動管理學程 運動科技學程 ]	二			2		36		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0190			0		2.0				114	半			Motor Learning			0099			29	N								0			梁嘉音		一 6-7 和平 正104	運動技能學習	二			2		29		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0239			0		2.0				114	半			Water Safety and Life Saving (I)			0100			14	N								0			簡浚哲		三 6-7 和平 游泳館1F大泳池	水上安全與救生（一）	二			2		14		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0245			0		2.0				114	半			Basketball (I)	F		0101			20	N	F				◎限女生修			1			掌慶維		五 3-4 和平 體育館一4F	籃球（一）	二			2		21		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0245			0		2.0				114	半			Basketball (I)	M		0102			35	N	M				◎限男生修			0			掌慶維		四 6-7 和平 體育館一4F	籃球（一）	二			2		35		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0248			0		2.0				114	半			Volleyball (I)	F		0103			20	N	F				◎限女生修			0			良財		二 3-4 和平 體育館一4F	排球（一）	二			2		20		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0248			0		2.0				114	半			Volleyball (I)	M		0104			39	N	M				◎限男生修			0			良財		二 1-2 和平 體育館一4F	排球（一）	二			2		39		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0257			0		2.0				114	半			Tennis (I)	F		0105			17	N	F				◎限女生修			0			李家豪		四 6-7 和平 網球場一	網球（一）	二			2		17		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0257			0		2.0				114	半			Tennis (I)	M		0106			35	N	M				◎限男生修			0			李家豪		五 3-4 公館 網球場二	網球（一）	二			2		35		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0260			0		2.0				114	半			Wu-Shu (I)	F		0107			16	N	F				◎限女生修			0			張育愷		二 1-2 和平 武術房一	武術（一）	二			2		16		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0260			0		2.0				114	半			Wu-Shu (I)	M		0108			12	N	M				◎限男生修			0			張育愷		二 3-4 和平 武術房一	武術（一）	二			2		12		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0266			0		2.0				114	半			Badminton (I)	F		0109			22	N	F				◎限女生修			0			潘光敏		五 6-7 和平 體育館一4F	羽球（一）	二			2		22		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0266			0		2.0				114	半			Badminton (I)	M		0110			48	N	M				◎限男生修			5			徐孟達		四 1-2 和平 體育館一4F	羽球（一）	二			2		53		選				50		1	
	AU30						10	0.20		體育系（學）		PEU0272			0		2.0				114	半			Dancing (I)			0111			27	N								0			沈淑貞		四 8-9 和平 大韻律教室	舞蹈（一）	二			2		27		選				50		1	
